517800.0,975.0,19102
497100.0,936.0,19102
517800.0,975.0,19102
1586200.0,4800.0,19102
1773200.0,5553.0,19102
1120200.0,2408.0,19102
1186500.0,3269.0,19102
1047200.0,2924.0,19102
1179100.0,3260.0,19102
1139300.0,3304.0,19102
978800.0,3395.0,19102
1611800.0,5048.0,19102
729900.0,2064.0,19102
1089900.0,2056.0,19102
954500.0,2559.0,19102
972100.0,2606.0,19102
583600.0,2491.0,19102
842400.0,3057.0,19102
1239900.0,3324.0,19102
888300.0,4212.0,19102
697600.0,2649.0,19102
1373300.0,9380.0,19102
903200.0,2620.0,19102
282900.0,1134.0,19102
245700.0,1064.0,19102
245700.0,1064.0,19102
260700.0,1148.0,19102
265200.0,1178.0,19102
1262700.0,3552.0,19102
1204200.0,3228.0,19102
359900.0,1280.0,19102
359900.0,1280.0,19102
295500.0,900.0,19102
909100.0,1790.0,19102
1154600.0,4608.0,19102
1526800.0,4532.0,19102
1736400.0,4209.0,19102
1156300.0,5040.0,19102
1316900.0,7080.0,19102
735100.0,1530.0,19102
816600.0,1500.0,19102
735100.0,1530.0,19102
753500.0,1568.0,19102
664700.0,1782.0,19102
571900.0,1568.0,19102
472300.0,1485.0,19102
713500.0,1485.0,19102
511800.0,1415.0,19102
1002600.0,3234.0,19102
938000.0,3041.0,19102
827900.0,2872.0,19102
947100.0,2898.0,19102
797900.0,2768.0,19102
675500.0,2524.0,19102
486000.0,1686.0,19102
628900.0,1686.0,19102
665800.0,1785.0,19102
658700.0,1766.0,19102
677400.0,1410.0,19102
563000.0,1434.0,19102
1749800.0,5480.0,19102
1404000.0,5480.0,19102
291300.0,1374.0,19102
277000.0,1274.0,19102
252300.0,1131.0,19102
263500.0,1210.0,19102
265700.0,1210.0,19102
253200.0,1125.0,19102
256300.0,1161.0,19102
251100.0,1125.0,19102
274700.0,1288.0,19102
268100.0,1242.0,19102
234100.0,1512.0,19102
258600.0,1176.0,19102
258600.0,1176.0,19102
295300.0,1190.0,19102
838200.0,4800.0,19102
1967500.0,5440.0,19102
93500.0,1180.0,19102
102600.0,1600.0,19102
117000.0,1290.0,19102
7100.0,0.0,19102
302200.0,1822.0,19102
